id,created_at,updated_at,date,viewability_rate,keyword_id,purchases_clicks,video5_second_views,match_type,units_sold,royalty_qualified_borrows,qualified_borrows_from_clicks,ad_group_id,sales,keyword_bid,add_to_list,kindle_edition_normalized_pages_royalties14d,search_term,add_to_list_from_clicks,cost_type,campaign_budget_type,campaign_status,video_unmutes,keyword_type,view_click_through_rate,video_third_quartile_views,campaign_budget_amount,royalty_qualified_borrows_from_clicks,cost,purchases,ad_group_name,campaign_id,impressions,kindle_edition_normalized_pages_read14d,qualified_borrows,viewable_impressions,keyword_text,campaign_budget_currency_code,video_complete_views,clicks,video_midpoint_views,video5_second_view_rate,campaign_name,video_first_quartile_views,sales_clicks,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
8683,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,59.97,63809869731050,16,0,EXACT,17,0,0,451520502515809,326.76,3.5,2,0,magnesium glycinate gummies,2,CPC,DAILY_BUDGET,ENABLED,0,EXACT,10.1,0,300.0,0,254.97,16,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,1189,0,0,713,magnesium glycinate gummies,USD,0,72,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,326.76,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8684,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,51.38,63809869731050,8,0,EXACT,8,0,0,451520502515809,123.5,3.5,2,0,magnesium glycinate gummies,2,CPC,DAILY_BUDGET,ENABLED,0,EXACT,8.87,0,300.0,0,212.96,8,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,1339,0,0,688,magnesium glycinate gummies,USD,0,61,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,123.5,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8689,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-14,68.42,63809869731050,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium glycinate gummy,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,7.69,0,300.0,0,7.0,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,38,0,0,26,magnesium glycinate gummies,USD,0,2,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8690,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,73.68,63809869731050,2,0,EXACT,2,0,0,451520502515809,49.96,3.5,0,0,magnesium glycinate gummy,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,10.71,0,300.0,0,10.29,2,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,38,0,0,28,magnesium glycinate gummies,USD,0,3,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,49.96,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8694,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,100.0,63809869731050,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium glycinate gummy’s￼,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,1.9,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,1,0,0,1,magnesium glycinate gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8696,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-11,53.66,214558527883028,1,0,EXACT,1,0,0,451520502515809,27.99,3.5,0,0,magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,13.64,0,300.0,0,38.4,1,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,123,0,0,66,magnesium gummies,USD,0,9,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,27.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8697,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-12,47.73,214558527883028,1,0,EXACT,1,0,0,451520502515809,16.99,3.5,5,0,magnesium gummies,5,CPC,DAILY_BUDGET,ENABLED,0,EXACT,9.52,0,300.0,0,33.11,1,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,176,0,0,84,magnesium gummies,USD,0,8,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,16.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8698,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-13,47.47,214558527883028,3,0,EXACT,3,0,0,451520502515809,52.96,3.5,0,0,magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,6.38,0,300.0,0,23.04,3,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,198,0,0,94,magnesium gummies,USD,0,6,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,52.96,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8699,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-14,77.11,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,5.47,0,300.0,0,24.2,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,166,0,0,128,magnesium gummies,USD,0,7,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8700,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-15,78.87,214558527883028,3,0,EXACT,6,0,0,451520502515809,86.94,3.5,0,0,magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,4.76,0,300.0,0,28.0,3,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,213,0,0,168,magnesium gummies,USD,0,8,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,86.94,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8701,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,74.31,214558527883028,4,0,EXACT,4,0,0,451520502515809,77.94,3.5,1,0,magnesium gummies,1,CPC,DAILY_BUDGET,ENABLED,0,EXACT,9.26,0,300.0,0,53.64,4,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,218,0,0,162,magnesium gummies,USD,0,15,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,77.94,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8702,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,67.61,214558527883028,8,0,EXACT,8,0,0,451520502515809,134.91,3.5,1,0,magnesium gummies,1,CPC,DAILY_BUDGET,ENABLED,0,EXACT,10.27,0,300.0,0,96.05,8,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,389,0,0,263,magnesium gummies,USD,0,27,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,134.91,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8706,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-11,75.0,213223474575661,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,7.41,0,300.0,0,8.0,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,36,0,0,27,magnesium gummies for women,USD,0,2,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8707,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-12,56.86,213223474575661,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,3.45,0,300.0,0,4.0,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,51,0,0,29,magnesium gummies for women,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8708,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-13,51.43,213223474575661,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,5.56,0,300.0,0,4.0,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,35,0,0,18,magnesium gummies for women,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8709,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-14,71.88,213223474575661,1,0,EXACT,1,0,0,451520502515809,13.99,3.5,0,0,magnesium gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,4.35,0,300.0,0,7.0,1,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,64,0,0,46,magnesium gummies for women,USD,0,2,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,13.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8710,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-15,81.72,213223474575661,3,0,EXACT,3,0,0,451520502515809,52.96,3.5,1,0,magnesium gummies for women,1,CPC,DAILY_BUDGET,ENABLED,0,EXACT,11.84,0,300.0,0,30.66,3,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,93,0,0,76,magnesium gummies for women,USD,0,9,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,52.96,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8711,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,75.41,213223474575661,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,15.22,0,300.0,0,25.2,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,61,0,0,46,magnesium gummies for women,USD,0,7,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8712,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,64.91,213223474575661,3,0,EXACT,3,0,0,451520502515809,52.96,3.5,0,0,magnesium gummies for women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,12.16,0,300.0,0,32.2,3,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,114,0,0,74,magnesium gummies for women,USD,0,9,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,52.96,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8716,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,100.0,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,6.36,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,2,0,0,2,magnesium gummies,USD,0,2,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8717,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,100.0,213223474575661,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummies women,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,3.25,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,1,0,0,1,magnesium gummies for women,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8718,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-11,85.71,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummy,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,16.67,0,300.0,0,4.0,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,7,0,0,6,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8719,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-13,80.0,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummy,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,25.0,0,300.0,0,3.23,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,5,0,0,4,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8720,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,64.71,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,magnesium gummy,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,27.27,0,300.0,0,11.2,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,17,0,0,11,magnesium gummies,USD,0,3,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8724,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,100.0,214558527883028,1,0,EXACT,1,0,0,451520502515809,13.99,3.5,0,0,magnesium. gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,2.8,1,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,1,0,0,1,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,13.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8725,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-12,100.0,219053034520263,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,women magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,4.0,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,1,0,0,1,women magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8726,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-17,50.0,219053034520263,1,0,EXACT,1,0,0,451520502515809,19.99,3.5,0,0,women magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,33.33,0,300.0,0,3.5,1,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,6,0,0,3,women magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,19.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8730,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-15,100.0,63809869731050,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,￼magnesium glycinate gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,5.52,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,2,0,0,2,magnesium glycinate gummies,USD,0,2,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8732,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-14,100.0,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,￼magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,25.0,0,300.0,0,3.5,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,4,0,0,4,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8733,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-15,100.0,214558527883028,1,0,EXACT,1,0,0,451520502515809,13.99,3.5,0,0,￼magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,50.0,0,300.0,0,2.7,1,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,2,0,0,2,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,13.99,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8734,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,83.33,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,￼magnesium gummies,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,20.0,0,300.0,0,3.5,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,6,0,0,5,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
8735,2026-04-21 01:59:18.626969,2026-04-21 01:59:18.626969,2026-04-16,50.0,214558527883028,0,0,EXACT,0,0,0,451520502515809,0.0,3.5,0,0,￼magnesium gummy’s,0,CPC,DAILY_BUDGET,ENABLED,0,EXACT,100.0,0,300.0,0,3.5,0,Inner-SB-Collection-gumm-magnesium-CPC-1,107283922414881,2,0,0,1,magnesium gummies,USD,0,1,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,0,0.0,sbSearchTerm,US,INNERBRIGHTNESS,sbSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:18
