id,created_at,updated_at,date,new_to_brand_sales_clicks,viewability_rate,purchases_clicks,detail_page_views,placement_classification,new_to_brand_sales_percentage,units_sold,sales,qualified_borrows_from_clicks,kindle_edition_normalized_pages_royalties14d,add_to_list_from_clicks,cost_type,campaign_status,view_click_through_rate,campaign_budget_amount,royalty_qualified_borrows_from_clicks,purchases_promoted,new_to_brand_detail_page_view_rate,purchases,campaign_id,new_to_brand_purchases_percentage,kindle_edition_normalized_pages_read14d,qualified_borrows,sales_promoted,campaign_budget_currency_code,video_complete_views,sales_clicks,video_first_quartile_views,new_to_brand_purchases_rate,units_sold_clicks,branded_searches,video5_second_views,royalty_qualified_borrows,new_to_brand_ecp_detail_page_view,new_to_brand_purchases,branded_searches_clicks,add_to_list,new_to_brand_sales,new_to_brand_purchases_clicks,campaign_budget_type,add_to_cart_clicks,video_unmutes,add_to_cart,video_third_quartile_views,add_to_cart_rate,cost,new_to_brand_detail_page_views_clicks,impressions,new_to_brand_units_sold,viewable_impressions,detail_page_views_clicks,e_cp_add_to_cart,new_to_brand_detail_page_views,clicks,video_midpoint_views,video5_second_view_rate,new_to_brand_units_sold_clicks,new_to_brand_units_sold_percentage,campaign_name,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
9089,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-11,0.0,23.33,0,0,Other on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,0.0,300.0,0,0,0.0,0,107283922414881,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,180,0,42,0,0.0,0,0,0,0.0,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9090,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-12,27.99,26.32,1,5,Other on-Amazon,100.0,1,27.99,0,0,0,CPC,ENABLED,10.0,300.0,0,1,210.52631578947367,1,107283922414881,100.0,0,0,27.99,USD,0,27.99,0,20.0,1,0,0,0,5.4,1,0,0,27.99,1,DAILY_BUDGET,1,0,1,0,52.63157894736842,21.61,4,190,1,50,5,21.61,4,5,0,0.0,1,100.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9091,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-13,47.97,24.22,3,13,Other on-Amazon,100.0,3,47.97,0,0,0,CPC,ENABLED,9.68,300.0,0,3,195.3125,3,107283922414881,100.0,0,0,47.97,USD,0,47.97,0,50.0,3,0,0,0,4.44,3,0,0,47.97,3,DAILY_BUDGET,3,0,3,0,117.1875,22.19,5,256,3,62,13,7.4,5,6,0,0.0,3,100.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9092,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-14,16.78,26.03,1,6,Other on-Amazon,100.0,1,16.78,0,0,0,CPC,ENABLED,3.66,300.0,0,1,63.49206349206349,1,107283922414881,100.0,0,0,16.78,USD,0,16.78,0,33.33,1,0,0,0,4.92,1,0,0,16.78,1,DAILY_BUDGET,1,0,1,0,31.746031746031743,9.83,2,315,1,82,6,9.83,2,3,0,0.0,1,100.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9093,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-15,19.99,24.79,1,16,Other on-Amazon,100.0,1,19.99,0,0,0,CPC,ENABLED,8.33,300.0,0,1,165.28925619834712,1,107283922414881,100.0,0,0,19.99,USD,0,19.99,0,20.0,1,0,0,0,3.74,1,0,0,19.99,1,DAILY_BUDGET,2,0,2,0,82.64462809917356,14.95,4,242,1,60,16,7.47,4,5,0,0.0,1,100.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9094,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-16,0.0,23.86,0,6,Other on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,12.7,300.0,0,0,189.3939393939394,0,107283922414881,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,5.72,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,28.59,5,264,0,63,6,0.0,5,8,0,0.0,0,0.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9095,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-17,13.99,16.23,1,6,Other on-Amazon,100.0,1,13.99,0,0,0,CPC,ENABLED,11.63,300.0,0,1,150.9433962264151,1,107283922414881,100.0,0,0,13.99,USD,0,13.99,0,20.0,1,0,0,0,4.37,1,0,0,13.99,1,DAILY_BUDGET,1,0,1,0,37.735849056603776,17.48,4,265,1,43,6,17.48,4,5,0,0.0,1,100.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9099,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-11,55.98,82.59,3,61,Top of Search on-Amazon,69.15,3,80.96,0,0,0,CPC,ENABLED,5.78,300.0,0,3,354.39137134052385,3,107283922414881,66.67,0,0,80.96,USD,0,80.96,0,6.45,3,0,0,0,5.34,2,0,0,55.98,2,DAILY_BUDGET,4,0,4,0,61.63328197226503,122.83,23,649,2,536,61,30.71,23,31,0,0.0,2,66.67,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9100,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-12,99.96,85.4,6,74,Top of Search on-Amazon,73.0,6,136.94,0,0,5,CPC,ENABLED,3.79,300.0,0,6,289.8550724637681,6,107283922414881,66.67,0,0,136.94,USD,0,136.94,0,13.79,6,7,0,0,4.13,4,7,5,99.96,4,DAILY_BUDGET,13,0,13,0,144.92753623188406,107.31,26,897,4,766,74,8.25,26,29,0,0.0,4,66.67,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9101,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-13,181.66,86.29,11,39,Top of Search on-Amazon,87.91,11,206.64,0,0,0,CPC,ENABLED,6.54,300.0,0,11,443.5483870967742,11,107283922414881,90.91,0,0,206.64,USD,0,206.64,0,35.71,11,0,0,0,4.88,10,0,0,181.66,10,DAILY_BUDGET,12,0,12,0,241.93548387096774,107.44,22,496,10,428,39,8.95,22,28,0,0.0,10,90.91,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9102,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-14,254.61,85.16,17,114,Top of Search on-Amazon,90.1,17,282.59,0,0,3,CPC,ENABLED,7.0,300.0,0,17,458.984375,17,107283922414881,88.24,0,0,282.59,USD,0,282.59,0,24.59,17,5,0,0,4.32,15,5,3,254.61,15,DAILY_BUDGET,26,0,26,0,253.90625,203.13,47,1024,15,872,114,7.81,47,61,0,0.0,15,88.24,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9103,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-15,600.94,86.81,34,199,Top of Search on-Amazon,91.07,38,659.9,0,0,2,CPC,ENABLED,7.3,300.0,0,34,523.5940530058177,34,107283922414881,91.18,0,0,659.9,USD,0,659.9,0,31.63,38,1,0,0,4.19,31,1,2,600.94,31,DAILY_BUDGET,44,0,44,0,284.42146089204914,339.5,81,1547,35,1343,199,7.72,81,98,0,0.0,35,92.11,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9104,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-16,393.71,85.87,25,177,Top of Search on-Amazon,78.83,26,499.42,0,0,3,CPC,ENABLED,10.55,300.0,0,25,724.6376811594203,25,107283922414881,80.0,0,0,499.42,USD,0,499.42,0,20.0,26,0,0,0,4.39,20,0,3,393.71,20,DAILY_BUDGET,38,0,38,0,344.2028985507247,351.09,80,1104,21,948,177,9.24,80,100,0,0.0,21,80.77,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9105,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-17,311.37,86.87,20,197,Top of Search on-Amazon,93.97,20,331.36,0,0,3,CPC,ENABLED,9.11,300.0,0,20,712.0253164556963,20,107283922414881,95.0,0,0,331.36,USD,0,331.36,0,19.0,20,0,0,0,3.89,19,0,3,311.37,19,DAILY_BUDGET,39,0,39,0,308.54430379746833,349.72,90,1264,19,1098,197,8.97,90,100,0,0.0,19,95.0,Inner-SB-Collection-gumm-magnesium-CPC-1,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9109,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-16,0.0,2.96,0,1,Detail Page on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,1.61,200.0,0,0,4.77326968973747,0,8630109811607,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,1.37,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,1.37,1,2095,0,62,1,0.0,1,1,0,0.0,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9110,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-17,0.0,2.24,0,5,Detail Page on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,0.76,200.0,0,0,1.6937669376693765,0,8630109811607,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,3.45,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,3.45,1,5904,0,132,5,0.0,1,1,0,0.0,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9114,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-14,29.99,38.71,1,2,Other on-Amazon,100.0,1,29.99,0,0,0,CPC,ENABLED,16.67,200.0,0,1,645.1612903225806,1,8630109811607,100.0,0,0,29.99,USD,0,29.99,0,50.0,1,0,0,0,4.0,1,0,0,29.99,1,DAILY_BUDGET,1,0,1,0,322.5806451612903,8.0,2,31,1,12,2,8.0,2,2,0,0.0,1,100.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9115,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-15,29.99,18.52,1,3,Other on-Amazon,100.0,1,29.99,0,0,0,CPC,ENABLED,10.0,200.0,0,1,185.18518518518516,1,8630109811607,100.0,0,0,29.99,USD,0,29.99,0,100.0,1,0,0,0,4.5,1,0,0,29.99,1,DAILY_BUDGET,1,0,1,0,185.18518518518516,4.5,1,54,1,10,3,4.5,1,1,0,0.0,1,100.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9116,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-16,29.99,27.06,1,6,Other on-Amazon,100.0,1,29.99,0,0,0,CPC,ENABLED,4.35,200.0,0,1,88.23529411764706,1,8630109811607,100.0,0,0,29.99,USD,0,29.99,0,25.0,1,0,0,0,8.69,1,0,0,29.99,1,DAILY_BUDGET,1,0,1,0,29.411764705882355,26.07,3,340,1,92,6,26.07,3,4,0,0.0,1,100.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9117,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-17,0.0,25.23,0,1,Other on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,0.0,200.0,0,0,30.3951367781155,0,8630109811607,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,1,329,0,83,1,0.0,1,0,0,0.0,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9121,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-14,0.0,58.0,0,0,Top of Search on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,0.0,200.0,0,0,0.0,0,8630109811607,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,50,0,29,0,0.0,0,0,0,0.0,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9122,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-15,0.0,55.0,0,0,Top of Search on-Amazon,0.0,0,0.0,0,0,0,CPC,ENABLED,0.0,200.0,0,0,0.0,0,8630109811607,0.0,0,0,0.0,USD,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,60,0,33,0,0.0,0,0,0,0.0,0,0.0,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9123,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-16,80.13,76.76,6,31,Top of Search on-Amazon,40.05,7,200.09,0,0,1,CPC,ENABLED,6.9,200.0,0,6,264.70588235294116,6,8630109811607,50.0,0,0,200.09,USD,0,200.09,0,16.67,7,0,0,0,10.6,3,0,1,80.13,3,DAILY_BUDGET,10,0,10,0,294.1176470588235,95.4,9,340,3,261,31,9.54,9,18,0,0.0,3,42.86,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
9124,2026-04-21 01:59:25.716587,2026-04-21 01:59:25.716587,2026-04-17,149.95,82.29,6,35,Top of Search on-Amazon,83.33,6,179.94,0,0,0,CPC,ENABLED,4.22,200.0,0,6,295.13888888888886,6,8630109811607,83.33,0,0,179.94,USD,0,179.94,0,25.0,6,0,0,0,6.71,5,0,0,149.95,5,DAILY_BUDGET,9,0,9,0,156.25,114.12,17,576,5,474,35,12.68,17,20,0,0.0,5,83.33,Inner-SB-Collection-Creatine Gummies-CPC,sbCampaignPlacement,US,INNERBRIGHTNESS,sbCampaignPlacement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:25
